weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,message,rain.1h
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806407.0,-14400.0,3665202.0,Aripuanã,200,-60.6333,-9.1667,63.97,62.74,63.97,63.97,1018.0,57.0,2.8,196.0,3.91,1.0,,,BR,1627813032.0,1627855221.0,1018.0,1000.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,5917.0,1627806407.0,-21600.0,3604263.0,Ojos de Agua,200,-88.8167,14.7,67.6,68.76,67.6,67.6,1016.0,100.0,1.83,336.0,4.16,100.0,,,HN,1627817906.0,1627863875.0,1016.0,922.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806392.0,10800.0,511794.0,Pechora,200,57.2244,65.1472,59.45,59.32,59.45,59.45,997.0,90.0,10.2,239.0,20.15,99.0,,,RU,1627772828.0,1627838856.0,997.0,989.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806364.0,14400.0,614455.0,Gori,200,44.1158,41.9842,87.28,86.07,87.28,87.28,1010.0,36.0,9.8,83.0,10.89,2.0,,,GE,1627783013.0,1627834963.0,1010.0,945.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806408.0,39600.0,2109528.0,Buala,200,159.5921,-8.145,79.03,79.03,79.03,79.03,1011.0,83.0,7.49,161.0,9.82,100.0,,,SB,1627760105.0,1627802444.0,1011.0,1008.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806408.0,0.0,2630299.0,Hofn,200,-15.2082,64.2539,48.22,48.22,48.22,48.22,1012.0,93.0,2.3,150.0,,90.0,1.0,76.0,IS,1627790828.0,1627855623.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806408.0,39600.0,2138555.0,Poum,200,164.0167,-20.2333,70.2,69.73,70.2,70.2,1016.0,60.0,21.39,161.0,21.61,8.0,,,NC,1627760046.0,1627800379.0,1016.0,1016.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806137.0,7200.0,1018725.0,Bloemfontein,200,26.214,-29.1211,56.68,53.28,56.68,56.68,1032.0,26.0,3.44,40.0,,0.0,1.0,1884.0,ZA,1627793941.0,1627832627.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806408.0,-14400.0,5983720.0,Iqaluit,200,-68.5145,63.7506,50.7,48.58,50.7,51.53,1004.0,66.0,2.3,0.0,,75.0,2.0,47658.0,CA,1627803946.0,1627868091.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806408.0,28800.0,1788450.0,Xinzhou,200,112.7333,38.4092,83.3,81.27,83.3,83.3,1001.0,28.0,15.14,10.0,18.14,0.0,,,CN,1627767050.0,1627817990.0,1001.0,916.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806408.0,10800.0,315498.0,Heraclea,200,34.0467,37.5133,84.24,81.46,84.24,84.24,1009.0,20.0,8.77,18.0,10.13,0.0,,,TR,1627786067.0,1627836742.0,1009.0,897.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806408.0,10800.0,637292.0,Savonlinna,200,28.88,61.8699,68.16,68.11,66.25,70.05,999.0,73.0,11.5,200.0,,75.0,1.0,1357.0,FI,1627781503.0,1627843786.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806243.0,3600.0,2259947.0,Gamboma,200,15.8644,-1.8764,88.38,87.87,88.38,88.38,1015.0,38.0,3.36,262.0,4.81,70.0,,,CG,1627794105.0,1627837431.0,1015.0,974.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806408.0,10800.0,293842.0,Kiryat Gat,200,34.7642,31.61,88.07,85.64,85.08,97.39,1006.0,29.0,7.09,283.0,6.02,0.0,2.0,2009987.0,IL,1627786614.0,1627835850.0,1006.0,991.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806408.0,25200.0,1649150.0,Bengkulu,200,102.2655,-3.8004,82.53,88.72,82.53,82.53,1010.0,75.0,7.27,183.0,7.61,85.0,,,ID,1627773520.0,1627816545.0,1010.0,1007.0,,
"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,5000.0,1627806341.0,28800.0,1735106.0,George Town,200,100.3354,5.4112,78.76,78.76,76.95,80.53,1009.0,87.0,1.01,137.0,1.01,40.0,2.0,2037578.0,MY,1627773261.0,1627817730.0,,,,0.13
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627806409.0,-18000.0,3653967.0,Muisne,200,-80.0333,0.6,74.77,76.14,74.77,74.77,1012.0,89.0,12.33,214.0,16.26,100.0,,,EC,1627816927.0,1627860639.0,1012.0,1012.0,,0.24
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,3219.0,1627806263.0,-14400.0,5972291.0,Havre-St-Pierre,200,-63.5986,50.2334,50.36,49.8,50.36,50.36,1002.0,100.0,4.61,270.0,,20.0,1.0,812.0,CA,1627807393.0,1627862284.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806409.0,10800.0,98112.0,Balad,200,44.1453,34.0164,113.97,107.29,113.97,113.97,998.0,8.0,8.99,304.0,8.79,2.0,,,IQ,1627784082.0,1627833880.0,998.0,992.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806409.0,18000.0,1500933.0,Labytnangi,200,66.4183,66.6572,53.82,52.9,53.82,53.82,1002.0,85.0,6.71,95.0,13.76,100.0,,,RU,1627769469.0,1627837802.0,1002.0,1000.0,,0.29
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806409.0,7200.0,3359638.0,Walvis Bay,200,14.5053,-22.9575,79.75,79.75,79.75,79.75,1022.0,17.0,25.32,90.0,,0.0,1.0,2288.0,NA,1627796161.0,1627836028.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806409.0,34200.0,2079582.0,Alyangula,200,136.4192,-13.8483,84.07,87.12,84.07,84.07,1011.0,58.0,9.22,50.0,,8.0,1.0,9527.0,AU,1627766126.0,1627807546.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000.0,1627806409.0,18000.0,1485873.0,Yertarskiy,200,64.2995,56.7902,76.28,77.23,76.28,76.28,1005.0,77.0,10.96,254.0,16.31,34.0,,,RU,1627774952.0,1627833336.0,1005.0,996.0,,1.12
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806409.0,-14400.0,3437744.0,Mbuyapey,200,-56.75,-26.2,53.6,52.61,53.6,53.6,1028.0,84.0,2.42,22.0,2.39,99.0,,,PY,1627813557.0,1627852833.0,1028.0,1013.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806409.0,25200.0,1831173.0,Kampong Cham,200,105.4635,11.9934,93.33,101.39,93.33,93.33,1003.0,50.0,8.77,266.0,12.86,100.0,,,KH,1627771498.0,1627817032.0,1003.0,1001.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806410.0,-36000.0,5851349.0,Nānākuli,200,-158.1547,21.3906,77.95,78.69,76.71,78.75,1020.0,69.0,12.66,80.0,21.85,1.0,1.0,7866.0,US,1627747541.0,1627794727.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806410.0,28800.0,1280037.0,Shache,200,77.2406,38.4167,85.35,83.05,85.35,85.35,1002.0,29.0,11.25,326.0,7.4,100.0,,,CN,1627775573.0,1627826504.0,1002.0,874.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806193.0,-25200.0,5746545.0,Portland,200,-122.6762,45.5234,68.09,68.13,61.93,72.28,1016.0,75.0,1.01,267.0,1.99,75.0,2.0,2008548.0,US,1627822496.0,1627875537.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806410.0,3600.0,3347019.0,Mossamedes,200,12.1522,-15.1961,77.85,77.25,77.85,77.85,1016.0,41.0,3.87,112.0,9.04,0.0,,,AO,1627796054.0,1627837263.0,1016.0,1014.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806410.0,-21600.0,6171332.0,Two Hills,200,-111.7518,53.7169,67.41,66.47,59.88,71.96,1021.0,56.0,8.05,120.0,,46.0,1.0,716.0,CA,1627818139.0,1627874651.0,1021.0,950.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806410.0,32400.0,1853483.0,Oyama,200,139.8,36.3,88.77,90.19,87.69,91.81,1002.0,44.0,9.8,160.0,11.03,7.0,1.0,7957.0,JP,1627760829.0,1627811220.0,1002.0,997.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806410.0,-18000.0,4333811.0,Morgan City,200,-91.2068,29.6994,74.59,75.83,73.99,75.99,1016.0,87.0,4.03,248.0,4.43,25.0,2.0,2005463.0,US,1627817071.0,1627865858.0,1016.0,1015.0,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000.0,1627806410.0,28800.0,1735902.0,Sibu,200,111.8167,2.3,84.51,93.04,84.51,84.51,1006.0,74.0,13.8,340.0,,40.0,1.0,9369.0,MY,1627770751.0,1627814730.0,,,,2.13
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806410.0,28800.0,2015469.0,Novonukutskiy,200,102.7117,53.7002,71.04,70.43,71.04,71.04,1007.0,55.0,10.54,313.0,10.56,100.0,,,RU,1627766612.0,1627823239.0,1007.0,960.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806207.0,-14400.0,4560349.0,Philadelphia,200,-75.1638,39.9523,61.16,61.02,55.33,65.75,1014.0,86.0,3.44,50.0,,1.0,2.0,2033425.0,US,1627811959.0,1627863269.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806410.0,-28800.0,5859699.0,College,200,-147.8028,64.8569,65.37,64.47,62.1,68.32,1015.0,61.0,0.0,0.0,,75.0,1.0,7683.0,US,1627822346.0,1627887747.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806411.0,-14400.0,3892454.0,Diego de Almagro,200,-70.05,-26.3667,59.14,55.51,59.14,59.14,1016.0,16.0,5.19,106.0,5.48,0.0,,,CL,1627816763.0,1627856010.0,1016.0,906.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806411.0,-10800.0,3445133.0,Viçosa,200,-42.8819,-20.7539,53.19,52.66,53.19,53.19,1030.0,95.0,3.15,166.0,3.87,55.0,2.0,265115.0,BR,1627809732.0,1627850001.0,1030.0,951.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806411.0,10800.0,57000.0,Hobyo,200,48.5268,5.3505,82.85,85.69,82.85,82.85,1014.0,60.0,18.52,219.0,24.54,57.0,,,SO,1627785700.0,1627830158.0,1014.0,1013.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806411.0,7200.0,358620.0,Safaga,200,33.9365,26.7292,89.51,94.12,89.51,89.51,1006.0,51.0,7.99,73.0,7.38,91.0,,,EG,1627787334.0,1627835528.0,1006.0,1004.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806411.0,7200.0,3118304.0,Llanes,200,-4.7549,43.4198,62.02,60.98,62.02,62.28,1018.0,65.0,4.43,286.0,5.88,86.0,2.0,2010396.0,ES,1627794525.0,1627846908.0,1018.0,1017.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806411.0,7200.0,3092472.0,Malbork,200,19.0266,54.0359,70.45,69.64,67.66,70.84,1007.0,52.0,11.59,233.0,14.9,56.0,2.0,2017876.0,PL,1627786631.0,1627843387.0,1007.0,1006.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,9656.0,1627806411.0,-14400.0,5913695.0,Cambridge,200,-80.3127,43.3601,60.98,61.11,58.19,63.75,1010.0,92.0,5.75,310.0,,75.0,2.0,2011605.0,CA,1627812682.0,1627865018.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806411.0,-14400.0,3572189.0,High Rock,200,-78.2833,26.6208,82.42,87.96,82.42,82.42,1018.0,73.0,12.53,173.0,12.59,7.0,1.0,7260.0,BS,1627814288.0,1627862438.0,1018.0,1018.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806411.0,-14400.0,4845585.0,Westport,200,-73.3579,41.1415,58.77,58.48,52.61,67.86,1013.0,88.0,1.99,14.0,4.0,1.0,2.0,2004726.0,US,1627811353.0,1627863008.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806411.0,32400.0,2112309.0,Katsuura,200,140.3,35.1333,86.14,97.74,86.11,86.14,1003.0,75.0,8.43,181.0,10.16,17.0,2.0,47744.0,JP,1627760856.0,1627810953.0,1003.0,1003.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806411.0,-21600.0,5972762.0,Hay River,200,-115.7999,60.8156,66.18,66.13,66.16,66.18,1017.0,77.0,2.3,200.0,,20.0,1.0,1036.0,CA,1627816763.0,1627877970.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806412.0,32400.0,1651810.0,Airai,200,125.4092,-8.9266,71.58,70.79,71.58,71.58,1011.0,50.0,2.89,156.0,5.41,41.0,,,TL,1627768370.0,1627810586.0,1011.0,859.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806412.0,19800.0,1268469.0,Kālānwāli,200,74.95,29.85,98.69,107.87,98.69,98.69,995.0,42.0,4.5,172.0,3.27,31.0,,,IN,1627777160.0,1627826016.0,995.0,973.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806412.0,-9000.0,6167817.0,Torbay,200,-52.7314,47.6666,59.88,59.7,58.75,60.67,1009.0,88.0,13.8,260.0,,75.0,1.0,998.0,CA,1627805304.0,1627859157.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806412.0,-21600.0,4012707.0,Cosalá,200,-106.6908,24.4125,74.12,75.7,74.12,74.12,1015.0,95.0,3.51,71.0,3.13,81.0,2.0,2010279.0,MX,1627821325.0,1627869035.0,1015.0,971.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806412.0,-18000.0,3929611.0,San Jerónimo,200,-75.2829,-11.9472,48.29,48.29,48.29,48.29,1022.0,70.0,1.21,27.0,2.37,96.0,,,PE,1627816769.0,1627858516.0,1022.0,696.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806412.0,-10800.0,3389822.0,Salinópolis,200,-47.3561,-0.6136,76.03,77.47,76.03,76.03,1015.0,88.0,4.99,89.0,6.31,90.0,,,BR,1627809179.0,1627852702.0,1015.0,1015.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806412.0,3600.0,2264923.0,Peniche,200,-9.3811,39.3558,67.41,67.69,63.93,69.62,1020.0,82.0,7.05,357.0,11.77,68.0,2.0,2002825.0,PT,1627796245.0,1627847408.0,1020.0,1019.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806412.0,3600.0,2348892.0,Auchi,200,6.2667,7.0667,74.62,75.88,74.62,74.62,1017.0,87.0,5.57,249.0,10.02,100.0,,,NG,1627795707.0,1627840436.0,1017.0,994.0,,
"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}]",stations,10000.0,1627806412.0,-21600.0,5983607.0,Inuvik,200,-133.7218,68.3499,70.66,69.73,70.56,70.66,1012.0,49.0,6.91,180.0,,75.0,1.0,1029.0,CA,1627816003.0,1627887332.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806412.0,18000.0,1162094.0,Ziarat,200,67.7282,30.3823,79.79,79.79,79.79,79.79,1001.0,19.0,6.06,221.0,9.35,0.0,,,PK,1627778836.0,1627827807.0,1001.0,764.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806413.0,3600.0,2963295.0,Killybegs,200,-8.45,54.6333,55.11,53.71,55.11,56.44,1015.0,72.0,11.45,350.0,14.81,100.0,1.0,1555.0,IE,1627793072.0,1627850134.0,1015.0,1011.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806413.0,-18000.0,4669635.0,Abilene,200,-99.7331,32.4487,80.62,83.68,75.06,82.89,1017.0,68.0,10.36,150.0,,1.0,2.0,2033935.0,US,1627818813.0,1627868208.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806413.0,28800.0,2012956.0,Yerbogachën,200,108.0108,61.2767,79.83,79.83,79.83,79.83,1011.0,27.0,10.87,104.0,15.68,0.0,,,RU,1627762751.0,1627824556.0,1011.0,980.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806413.0,39600.0,2126199.0,Cherskiy,200,161.3,68.75,42.3,33.48,42.3,42.3,1014.0,60.0,20.07,4.0,24.4,98.0,,,RU,1627744428.0,1627817301.0,1014.0,1014.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806413.0,-10800.0,3833859.0,Tres Arroyos,200,-60.2798,-38.3739,36.59,36.59,36.59,36.59,1033.0,78.0,1.86,333.0,1.99,0.0,,,AR,1627815728.0,1627852356.0,1033.0,1018.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806413.0,-25200.0,5793639.0,Ellensburg,200,-120.5479,46.9965,78.06,78.15,72.36,85.86,994.0,55.0,4.0,288.0,,40.0,2.0,2005724.0,US,1627821720.0,1627875291.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,8000.0,1627806413.0,-10800.0,3430863.0,Mar del Plata,200,-57.5575,-38.0023,43.43,39.85,42.82,44.1,1028.0,30.0,5.99,237.0,8.01,90.0,2.0,264934.0,AR,1627815028.0,1627851749.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806413.0,-25200.0,6111862.0,Port Hardy,200,-127.4199,50.6996,55.58,55.26,53.6,55.58,1021.0,94.0,2.3,200.0,,90.0,1.0,1011.0,CA,1627822624.0,1627877686.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806413.0,-10800.0,3386213.0,Touros,200,-35.4608,-5.1989,72.5,73.63,72.5,72.5,1017.0,89.0,13.42,166.0,27.36,38.0,1.0,8452.0,BR,1627806680.0,1627849491.0,1017.0,1016.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806413.0,18000.0,607610.0,Zhangaözen,200,52.8,43.3,95.94,91.2,95.94,95.94,1011.0,12.0,5.82,184.0,7.76,21.0,,,KZ,1627780721.0,1627833087.0,1011.0,990.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,8000.0,1627806302.0,-18000.0,3936456.0,Lima,200,-77.0282,-12.0432,59.67,59.41,59.14,59.9,998.0,87.0,9.22,170.0,,90.0,2.0,2037860.0,PE,1627817196.0,1627858927.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806414.0,7200.0,943960.0,Viljoenskroon,200,26.9485,-27.2084,60.33,57.09,60.33,60.33,1031.0,22.0,3.78,229.0,5.28,0.0,2.0,2007906.0,ZA,1627793575.0,1627832641.0,1031.0,881.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806414.0,10800.0,543737.0,Kotel'nich,200,48.348,58.3089,75.24,74.34,75.24,75.24,1008.0,40.0,13.82,269.0,21.97,0.0,,,RU,1627778278.0,1627837667.0,1008.0,995.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806414.0,32400.0,2027806.0,Amazar,200,120.875,53.858,51.8,51.28,51.8,51.8,1008.0,98.0,3.04,316.0,8.28,100.0,,,RU,1627762206.0,1627818926.0,1008.0,953.0,,1.0
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806414.0,-18000.0,3516376.0,Tamiahua,200,-97.45,21.2667,76.87,78.26,76.87,76.87,1015.0,85.0,4.09,222.0,4.23,2.0,,,MX,1627819403.0,1627866522.0,1015.0,1015.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806414.0,-10800.0,3407980.0,Alenquer,200,-54.7383,-1.9417,75.54,77.27,75.54,75.54,1015.0,95.0,2.39,46.0,3.09,67.0,1.0,8445.0,BR,1627811053.0,1627854371.0,1015.0,1012.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806414.0,32400.0,2012530.0,Zhigansk,200,123.3711,66.7697,81.07,80.51,81.07,81.07,1015.0,38.0,11.63,0.0,13.09,42.0,,,RU,1627755663.0,1627824271.0,1015.0,1010.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806414.0,34200.0,2067089.0,Maningrida,200,134.2667,-12.0667,81.66,85.41,81.66,81.66,1010.0,68.0,14.14,51.0,21.3,17.0,,,AU,1627766497.0,1627808208.0,1010.0,1006.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806414.0,10800.0,154321.0,Mbuguni,200,36.95,-3.5667,72.88,72.18,72.88,72.88,1022.0,49.0,10.07,137.0,14.07,90.0,,,TZ,1627789176.0,1627832239.0,1022.0,920.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806414.0,7200.0,352628.0,Maţāy,200,30.7792,28.419,96.98,94.64,96.98,96.98,1006.0,23.0,8.55,358.0,7.61,0.0,,,EG,1627787918.0,1627836459.0,1006.0,1002.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806415.0,-18000.0,3690136.0,Almaguer,200,-76.8523,1.917,52.99,51.8,52.99,52.99,1017.0,81.0,5.77,122.0,8.57,81.0,,,CO,1627816061.0,1627859978.0,1017.0,781.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806415.0,25200.0,1504382.0,Kargasok,200,80.8572,59.0556,67.26,66.18,67.26,67.26,1011.0,53.0,5.95,6.0,7.23,78.0,,,RU,1627770192.0,1627830148.0,1011.0,1005.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806415.0,-14400.0,3901501.0,Villazón,200,-65.5942,-22.0866,27.48,27.48,27.48,27.48,1030.0,78.0,0.54,306.0,1.81,21.0,,,BO,1627815299.0,1627855336.0,1030.0,678.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806415.0,10800.0,560852.0,Gofitskoye,200,43.0464,45.0792,89.37,87.21,89.37,89.37,1011.0,30.0,7.14,90.0,8.08,0.0,,,RU,1627782767.0,1627835722.0,1011.0,986.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806415.0,-7200.0,3420768.0,Qasigiannguit,200,-51.1922,68.8193,44.85,43.77,44.85,44.85,1012.0,80.0,3.09,48.0,3.98,51.0,1.0,165.0,GL,1627795549.0,1627868173.0,1012.0,1011.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806415.0,16200.0,1133310.0,Mīrābād,200,61.8383,30.4362,99.86,94.23,99.86,99.86,999.0,7.0,27.96,328.0,30.69,0.0,,,AF,1627780244.0,1627829225.0,999.0,945.0,,
